tenure_months,age,monthly_charges,total_charges,num_support_calls,avg_gb_download,household_size,num_addon_services,late_payments_12m,contract_type,payment_method,has_online_security,has_tech_support,has_paperless_billing,churned
10,54,32.45,318.94,3,17.5,2,3,1,1,3,1,0,1,1
59,36,88.84,5040.63,0,42.1,6,0,0,0,1,1,0,0,0
12,80,52.54,621.69,1,43.6,3,1,2,0,1,0,0,0,1
61,39,49.48,2957.17,2,78.0,3,1,2,0,2,1,1,1,0
9,61,69.27,588.77,1,17.3,4,0,3,1,1,0,1,0,1
14,68,67.78,856.44,1,28.3,6,6,0,0,0,0,1,0,1
28,24,54.29,1570.11,2,27.5,5,5,0,0,0,1,1,1,1
13,29,36.96,442.83,1,42.3,2,5,0,1,3,1,0,1,0
56,57,59.77,3511.34,1,43.8,2,3,1,2,3,0,0,0,0
48,45,79.35,3555.1,2,9.6,6,4,0,0,1,0,1,1,1
38,39,117.26,4165.03,3,9.1,6,5,1,0,0,1,0,1,0
26,19,53.51,1385.02,1,32.2,1,5,0,1,1,0,0,0,0
67,73,40.42,2535.11,0,29.8,4,6,1,0,1,1,0,0,0
22,22,99.52,2038.26,4,39.0,4,0,0,2,0,0,0,1,1
54,42,70.21,3746.29,0,40.8,1,5,0,0,0,1,1,0,0
51,55,75.35,3817.79,0,81.3,3,5,1,1,3,1,1,1,0
49,57,98.04,4540.49,3,6.4,6,2,0,0,2,1,1,0,0
38,77,18.0,681.8,1,30.0,2,4,1,0,1,1,0,1,0
42,40,39.62,1510.51,1,50.8,1,2,2,0,3,1,0,0,0
15,18,81.13,1188.56,3,28.1,3,2,2,0,1,1,0,1,1
42,57,72.83,2774.56,3,29.0,6,1,0,0,2,1,1,0,1
2,32,122.01,233.71,2,37.8,5,4,2,0,0,1,0,1,1
21,18,81.76,1677.0,5,26.3,2,4,0,0,0,0,1,1,1
32,44,51.43,1523.73,4,40.5,3,6,0,0,3,0,0,0,0
69,30,90.55,6380.87,1,28.3,5,2,0,1,2,1,1,1,0
53,31,71.32,3678.41,1,47.1,4,0,0,1,0,1,1,0,0
61,28,79.25,4509.15,2,18.0,5,1,1,0,3,1,0,0,1
27,53,58.51,1601.61,4,46.7,2,6,0,2,3,0,1,1,0
33,22,107.9,3613.4,2,38.7,4,5,1,0,0,1,0,1,1
49,18,89.47,4194.25,3,85.6,4,6,0,0,3,0,0,1,0
7,64,57.25,382.0,1,21.3,6,0,1,2,2,1,0,1,0
26,35,115.04,2962.57,0,18.1,2,1,0,0,0,1,0,0,0
40,55,82.04,3169.84,4,74.2,3,5,1,1,0,0,0,0,0
69,43,72.48,5015.22,2,65.6,6,3,0,0,1,0,1,1,1
17,53,95.73,1596.43,3,27.9,6,0,2,0,0,1,1,0,1
51,72,73.33,3843.56,1,24.0,4,2,1,0,1,1,0,0,0
11,22,97.66,1044.07,3,53.0,4,4,1,0,2,1,1,1,1
53,28,54.89,2951.35,4,40.8,6,3,1,2,2,1,1,0,0
42,51,56.06,2197.16,3,14.9,1,0,1,0,0,1,1,1,0
10,78,86.96,823.59,4,30.8,3,0,0,2,0,0,1,1,1
30,78,105.17,3202.88,1,97.8,1,0,1,0,0,0,1,1,1
36,54,51.23,1905.07,2,18.4,6,4,0,2,2,0,1,1,0
7,23,101.63,649.3,1,37.7,2,0,1,1,2,1,0,0,1
62,27,76.91,4342.65,4,78.0,2,1,0,0,3,1,1,1,0
59,53,55.29,3225.01,1,28.7,5,1,3,1,0,1,1,0,0
2,42,80.49,158.34,0,33.7,1,0,0,1,0,0,1,1,1
32,39,58.8,1728.58,3,30.4,6,4,1,0,0,1,0,1,1
44,77,89.53,3937.0,1,54.0,3,1,2,2,0,1,1,1,0
28,78,75.17,2151.82,3,57.2,2,5,0,0,1,0,1,0,1
52,25,93.37,4382.15,2,45.4,4,0,2,0,2,1,0,0,0
49,28,28.52,1370.55,5,35.1,1,5,0,1,0,1,0,0,0
11,67,80.74,844.36,0,101.4,1,5,1,0,2,1,0,0,1
60,39,76.58,4700.44,1,37.1,6,4,1,2,3,0,1,0,0
46,40,79.03,3667.07,3,13.8,1,1,1,1,0,1,1,1,0
49,60,107.49,5296.64,3,39.3,1,0,0,0,0,1,1,0,0
23,25,76.96,1810.58,2,11.9,2,0,1,2,2,0,1,1,1
4,27,53.17,206.29,1,37.2,1,3,0,0,0,0,0,1,1
43,64,60.09,2473.91,3,15.3,6,2,1,1,1,1,1,0,1
45,75,108.44,4584.62,2,25.2,3,6,1,0,0,1,0,0,0
19,35,58.78,1109.95,0,35.4,2,0,0,0,3,1,1,0,1
56,56,95.96,5398.56,2,11.5,4,5,1,2,0,0,0,0,0
58,56,66.88,3521.92,1,13.5,2,5,0,0,3,0,0,1,0
18,68,80.87,1369.14,3,40.1,4,4,0,0,2,1,0,1,1
65,53,127.83,7722.21,0,34.1,6,3,3,1,0,0,0,1,1
49,63,89.71,4559.81,2,24.3,6,6,1,1,0,1,0,1,1
55,75,101.61,5779.29,1,35.9,2,2,1,1,1,0,1,0,0
49,64,76.32,3489.28,3,53.5,4,5,2,0,3,1,1,1,0
59,32,103.78,5839.85,0,93.3,4,1,0,2,3,0,1,0,0
13,27,93.3,1260.2,1,10.9,2,0,0,2,1,0,0,1,1
63,72,62.24,3623.53,2,36.3,2,1,1,0,0,0,1,0,1
10,64,66.31,680.42,1,69.5,3,5,2,0,2,0,1,0,0
61,69,79.87,4538.49,2,69.4,2,0,0,0,2,1,0,0,0
4,46,49.7,201.45,1,33.8,5,1,1,0,0,0,0,0,1
2,63,78.49,164.01,0,18.9,2,3,1,0,2,0,1,0,1
2,51,93.34,173.81,3,23.6,5,5,1,1,3,0,1,1,1
64,40,78.42,5057.83,2,33.9,6,0,1,2,2,0,1,1,0
55,29,86.33,4315.83,1,28.2,3,3,1,1,0,0,0,0,1
17,57,56.04,942.83,5,21.3,5,6,0,2,0,1,1,0,0
62,18,25.63,1570.65,1,32.0,6,0,1,2,2,1,0,0,0
55,68,75.8,4305.5,2,40.3,2,4,2,0,1,1,1,1,1
41,58,60.94,2416.08,2,34.6,1,6,1,1,2,1,1,1,0
55,60,50.69,2795.09,1,44.6,4,4,1,0,0,1,0,1,0
35,47,106.02,3498.99,1,21.5,1,3,3,0,3,0,1,0,0
4,27,63.09,241.29,3,68.5,5,4,0,2,1,1,1,1,1
29,54,26.4,738.92,2,42.5,6,2,0,0,0,0,1,1,0
12,46,69.08,747.57,5,63.1,3,0,0,1,2,0,1,0,1
43,75,106.34,4192.59,4,75.8,4,2,1,0,1,0,1,1,1
67,24,95.3,6336.96,1,8.7,6,2,2,0,0,0,0,0,1
53,71,62.02,3051.14,2,21.7,4,0,0,0,3,0,1,1,0
58,20,87.19,4752.27,2,57.1,3,6,0,2,0,1,0,1,0
65,76,41.74,2753.29,1,16.1,2,6,0,2,3,1,0,1,0
46,68,88.73,3986.69,1,39.3,3,1,1,1,2,1,1,0,0
64,38,70.75,4627.33,2,35.2,6,3,1,0,0,0,1,0,1
3,53,59.74,173.56,2,22.6,5,3,2,2,3,1,1,0,1
6,78,83.98,463.31,1,48.1,2,1,0,0,1,0,0,1,0
6,32,82.52,475.78,3,34.7,3,6,1,0,1,0,0,1,0
46,44,87.28,3739.67,3,22.4,5,3,2,1,2,1,1,1,1
61,72,39.46,2511.74,2,100.0,2,6,0,0,0,1,1,0,0
30,73,30.0,920.91,1,35.6,4,1,0,0,2,0,1,1,1
50,33,28.28,1384.48,3,79.5,6,2,0,0,0,1,1,1,0
21,74,109.56,2111.05,2,54.5,6,5,0,1,3,1,0,0,1
33,80,77.13,2449.05,2,44.1,6,3,2,0,2,1,0,0,0
48,78,84.6,3775.18,2,67.1,6,1,0,1,0,0,1,0,0
72,33,53.1,3801.11,3,46.3,4,6,1,0,2,1,0,1,0
30,67,101.73,2770.36,2,48.0,4,6,1,0,2,0,1,0,1
36,37,66.46,2188.46,2,21.2,3,0,2,0,1,1,0,1,1
26,63,89.02,2371.79,4,35.3,5,3,0,0,1,0,0,0,0
38,64,31.55,1098.34,5,12.8,4,5,1,1,1,0,1,0,0
1,68,80.49,74.84,1,32.1,2,2,0,0,1,0,1,1,1
56,76,56.05,3135.31,4,77.2,5,3,3,0,3,1,0,1,0
19,72,91.97,1742.13,1,29.4,1,0,2,0,1,1,1,0,0
45,71,64.31,2709.61,0,49.3,3,4,3,1,1,1,0,0,0
21,58,31.83,602.32,3,20.6,4,5,0,1,1,0,0,1,1
20,39,60.59,1170.24,3,34.0,1,4,0,0,0,1,1,0,1
4,39,78.83,291.14,0,81.4,4,4,1,2,0,1,1,0,0
70,36,74.28,5090.9,3,64.6,2,0,1,0,1,1,1,0,1
49,32,80.95,4079.54,0,60.1,2,3,1,0,0,0,1,1,0
17,62,76.3,1243.14,3,15.1,4,0,1,2,0,0,0,0,0
44,54,102.81,4383.92,2,60.0,5,1,0,0,0,1,0,0,0
6,66,38.47,230.89,0,95.9,1,4,0,1,3,1,1,0,1
72,62,61.29,4368.07,6,49.0,4,1,0,0,0,0,0,1,1
60,53,61.27,3646.17,1,30.9,6,1,1,0,1,0,1,1,1
21,77,65.7,1370.98,0,77.8,4,6,0,1,0,1,0,0,0
71,44,18.0,1288.78,2,71.3,3,6,1,0,1,0,1,0,0
70,74,46.18,3323.21,3,34.0,1,5,0,0,0,1,1,0,0
8,41,19.56,150.41,2,17.3,1,4,0,0,0,0,0,1,1
40,18,80.34,3200.78,2,28.8,2,1,2,0,0,0,0,0,1
20,48,91.11,1850.72,1,22.2,6,3,0,2,0,0,0,1,1
14,60,72.01,933.94,1,23.9,4,0,1,0,0,1,0,1,1
20,19,69.28,1441.86,4,21.6,2,5,0,0,2,0,1,1,1
47,23,35.41,1530.77,5,32.3,6,4,0,2,1,0,0,0,1
8,53,84.8,687.87,1,38.7,5,1,0,1,2,0,0,0,1
46,76,29.67,1410.33,2,47.6,4,1,1,0,3,1,1,0,0
33,41,60.42,2083.79,3,37.1,6,2,1,0,0,1,0,0,0
43,55,50.15,2153.71,0,30.2,2,1,0,2,0,0,0,1,0
15,51,51.9,706.43,1,40.2,1,5,1,2,0,1,0,1,1
41,73,123.13,5300.15,1,27.5,4,3,0,1,0,1,0,0,0
42,20,80.67,3237.94,2,65.9,3,6,0,1,2,0,0,0,1
48,40,80.96,3872.26,4,29.3,1,5,0,0,2,1,0,1,0
55,49,55.22,3026.85,0,20.5,4,6,3,0,1,0,1,1,1
71,41,80.55,5827.98,1,12.6,2,2,1,1,0,0,0,1,0
22,32,82.85,1864.64,5,57.5,3,0,2,0,1,0,0,0,1
33,53,47.8,1653.72,3,7.1,5,5,1,0,0,1,1,1,0
44,53,97.1,4197.27,6,41.3,5,2,0,0,2,1,1,1,0
70,38,37.53,2617.52,4,20.9,6,1,1,0,3,0,1,0,0
69,63,56.19,3571.37,3,20.7,5,5,2,1,1,0,1,1,1
26,37,64.02,1556.15,0,96.8,3,1,1,0,1,0,0,1,0
70,40,80.15,5655.02,3,20.3,5,5,0,0,3,0,1,0,0
17,31,86.95,1534.71,2,30.2,4,6,1,0,0,1,0,0,1
25,48,68.92,1647.25,2,109.9,3,2,1,0,0,0,0,0,1
46,47,36.07,1646.21,3,52.4,3,1,0,0,1,1,0,1,1
15,68,65.97,896.96,0,46.5,2,1,1,0,1,1,0,0,0
61,53,118.71,7362.37,3,9.6,6,6,2,1,2,0,1,0,0
11,65,73.11,794.98,2,35.8,3,4,1,1,2,0,0,1,1
61,68,75.15,4240.51,1,12.6,4,4,1,0,2,0,1,1,1
7,49,81.23,516.22,2,26.4,5,6,0,0,2,1,1,0,1
54,29,61.58,3012.63,2,15.5,6,1,0,2,3,1,0,1,0
69,51,62.42,4337.34,3,55.1,5,1,0,0,0,0,0,0,1
58,63,80.67,4330.63,4,35.4,4,0,2,1,3,0,0,1,1
9,73,79.51,646.93,0,29.7,2,0,2,1,2,0,1,0,1
33,28,68.73,2227.62,1,57.7,2,3,1,1,0,0,1,1,0
1,43,80.82,81.27,2,13.6,2,2,1,1,0,1,0,1,0
55,39,69.58,3876.08,3,69.0,1,4,0,0,3,0,1,1,0
5,30,75.63,378.99,3,46.6,1,4,2,0,0,0,0,1,1
32,54,63.33,1852.28,1,19.0,3,1,0,0,2,0,1,0,1
51,58,90.55,4252.43,2,21.4,5,4,0,1,2,0,0,1,0
38,43,83.66,2977.8,2,49.8,3,3,1,0,0,0,0,1,1
33,73,78.5,2566.22,2,36.9,1,5,0,2,1,1,1,1,1
52,68,121.34,6107.27,7,23.8,2,1,0,2,0,1,1,1,0
58,80,82.91,4536.96,1,23.1,1,1,1,0,0,0,0,1,0
58,29,57.97,3343.59,4,51.1,5,4,4,0,1,1,1,0,0
3,73,90.89,273.86,1,28.8,4,3,2,0,1,1,1,1,1
15,65,78.43,1088.54,2,22.6,3,5,0,0,1,1,1,0,0
7,47,61.94,393.62,3,29.3,1,5,0,0,3,1,1,1,0
8,33,79.02,605.41,3,3.1,4,1,2,0,0,0,0,1,1
59,67,61.35,3736.97,3,16.4,3,1,3,2,0,1,0,0,0
11,31,49.04,555.4,3,64.9,1,2,3,2,2,0,1,0,0
45,66,55.91,2342.32,5,37.9,2,1,1,0,1,0,0,0,1
15,21,67.7,969.34,2,75.9,3,1,0,0,0,1,1,0,0
70,54,56.56,3736.57,3,63.9,5,5,0,1,0,0,0,0,0
20,67,53.32,971.64,3,41.7,5,1,1,0,2,0,1,1,1
50,18,43.55,1964.15,3,52.6,3,2,0,2,0,1,0,1,0
3,64,56.91,171.1,2,29.6,2,2,0,2,0,0,0,1,1
37,43,43.36,1473.09,3,25.8,1,1,1,0,2,0,1,1,0
37,62,94.47,3293.18,2,27.1,6,6,0,0,0,1,1,1,0
21,79,67.16,1305.4,3,29.5,2,3,1,2,2,1,1,0,0
56,21,86.99,4613.73,5,48.4,1,4,2,2,0,0,1,1,0
13,80,67.31,880.35,1,14.8,4,0,1,0,1,0,0,0,0
38,42,70.57,2624.0,3,37.0,3,5,1,2,2,0,1,1,0
63,19,100.84,6354.26,3,26.4,3,0,0,0,0,0,0,0,0
13,51,63.2,784.79,3,60.2,3,5,0,1,2,0,0,0,0
15,45,122.83,1794.97,3,27.7,2,0,1,1,2,0,1,0,0
2,28,130.77,252.02,2,65.8,5,4,0,0,3,1,1,1,0
18,26,84.05,1481.12,3,19.9,5,2,0,0,3,0,0,1,1
7,38,82.11,545.32,1,44.8,4,1,2,0,3,1,1,0,1
38,44,96.2,3497.55,2,14.3,1,1,0,2,0,0,1,1,0
1,45,86.15,86.93,1,36.0,5,2,1,1,2,0,1,0,1
6,26,44.04,273.74,1,45.4,2,3,3,2,2,1,0,1,0
67,68,40.78,2824.86,3,11.5,1,5,0,1,0,0,1,1,0
6,24,81.81,449.81,2,24.0,1,3,0,0,3,1,0,1,1
43,69,43.74,1754.45,5,17.0,3,1,0,1,2,0,0,1,0
63,38,69.21,4511.66,2,11.8,6,0,3,0,1,1,1,1,0
4,30,49.66,205.66,1,29.5,6,5,0,0,3,1,0,0,1
41,27,50.97,1887.92,3,24.7,2,0,1,2,1,0,0,1,1
30,80,93.85,2540.79,7,17.1,1,6,1,1,1,1,0,0,1
65,46,111.99,7169.07,1,12.0,5,0,2,0,0,1,0,0,0
16,44,71.83,1048.21,2,78.5,5,3,1,1,0,0,0,0,0
53,67,27.79,1486.22,4,27.7,1,3,0,2,1,0,0,0,1
70,70,107.78,7883.2,3,19.4,1,0,1,1,2,1,1,1,1
37,33,69.45,2539.39,2,37.3,3,6,0,0,2,0,0,1,1
67,18,76.45,4707.17,3,24.6,2,3,0,0,3,0,0,0,0
50,29,72.52,3335.55,0,88.0,1,2,3,1,3,0,0,1,0
22,63,47.57,1086.31,0,20.2,5,4,1,0,3,0,0,0,1
68,69,91.31,6511.94,3,16.7,2,3,2,2,2,0,0,0,1
57,62,103.59,5793.49,2,29.6,1,5,1,0,0,1,0,1,0
12,26,59.21,725.29,3,24.2,1,0,0,0,0,1,0,0,1
36,60,67.62,2524.61,2,39.8,4,6,0,0,1,0,0,0,1
2,26,65.02,117.3,5,45.8,2,1,1,2,2,0,0,0,0
8,79,59.02,431.78,3,24.8,3,0,2,1,1,1,1,1,1
12,33,74.6,900.31,1,49.8,6,0,1,1,0,0,1,1,1
70,80,62.77,4343.01,2,37.2,1,1,1,2,0,1,1,1,0
39,42,38.69,1535.44,2,17.6,4,2,0,0,2,1,0,1,0
18,22,64.07,1084.66,1,14.9,6,4,0,0,1,0,0,1,0
51,41,18.53,880.53,2,19.9,2,5,1,0,3,1,1,1,0
48,70,76.61,3704.71,0,24.6,1,3,2,0,0,1,1,0,1
46,79,18.0,793.82,0,42.6,5,0,1,0,1,0,0,1,0
48,35,62.65,2764.65,3,45.4,4,0,0,1,2,0,1,0,1
72,62,59.12,3947.0,1,69.6,2,2,2,0,2,1,0,0,0
8,20,83.78,685.09,1,32.8,6,1,0,1,1,0,1,0,0
47,22,80.26,3940.12,2,25.9,4,3,3,2,1,0,0,0,1
21,28,86.74,1859.35,1,24.3,4,4,4,1,0,1,1,0,0
4,53,92.28,356.85,1,40.1,4,0,1,0,1,0,1,1,1
42,24,81.38,3275.2,2,59.8,2,6,2,0,0,1,1,1,0
56,56,48.47,2463.86,1,37.8,5,6,2,0,0,1,1,1,0
49,48,98.55,4937.36,2,44.6,5,4,0,0,3,1,0,0,0
20,23,78.79,1432.48,1,25.1,6,1,1,0,0,0,1,0,1
57,21,67.83,4024.77,2,39.4,5,4,0,1,2,0,0,0,0
26,62,95.17,2576.07,2,20.8,1,0,2,0,2,1,1,1,1
3,20,36.67,114.0,1,28.0,1,2,2,0,1,0,0,0,1
15,31,58.57,790.8,0,9.6,5,6,0,2,3,0,0,0,1
1,79,48.56,50.17,1,28.8,2,2,2,0,2,1,1,1,1
63,59,46.39,2741.08,2,26.6,6,6,1,1,3,0,1,0,0
17,52,88.05,1411.93,5,8.3,3,4,0,0,2,0,0,0,1
36,70,91.85,3093.87,3,27.6,2,4,1,0,3,0,0,0,1
68,34,84.89,5790.19,2,44.0,6,1,0,0,1,0,0,1,1
13,24,33.23,427.57,2,43.0,2,0,1,2,0,0,0,1,1
18,51,55.63,942.36,0,52.7,6,2,2,0,2,1,0,1,1
64,62,122.98,8201.47,1,15.3,6,0,1,2,0,0,0,0,0
21,62,47.44,1044.09,1,62.1,5,1,1,0,1,0,1,0,0
9,63,45.4,393.65,1,23.5,1,5,0,1,2,0,1,1,0
65,66,56.17,3629.03,4,59.9,3,5,0,2,0,0,1,0,1
50,45,59.01,2662.56,2,18.5,2,5,0,0,0,0,1,1,0
43,29,80.02,3555.64,1,60.3,3,1,2,0,1,1,1,0,0
34,20,25.74,830.71,2,11.6,4,5,2,0,0,1,1,0,0
50,63,65.8,2983.56,1,56.0,6,3,0,2,0,0,0,0,1
71,34,41.76,2888.26,2,31.7,2,0,2,0,2,1,1,1,0
38,49,113.02,3968.87,2,24.1,4,5,1,0,3,0,1,1,0
43,43,29.59,1235.99,1,24.7,3,5,1,2,1,1,0,1,1
67,28,18.0,1176.73,3,71.0,3,6,0,0,1,0,1,0,0
67,65,50.99,3578.36,2,20.0,3,5,0,1,1,0,1,0,0
48,78,51.6,2284.82,3,83.2,4,4,0,0,0,0,0,1,0
6,35,92.53,511.85,1,18.6,4,1,0,0,0,1,1,1,0
48,30,35.61,1587.32,6,40.7,1,5,1,1,1,0,0,1,1
71,56,32.95,2365.78,2,23.8,2,5,0,1,2,1,1,1,0
56,50,90.1,4660.31,4,20.0,1,3,0,0,2,1,1,0,0
2,68,70.14,129.84,2,61.0,5,1,2,2,1,1,0,0,1
54,35,88.23,4945.57,4,41.7,2,5,0,2,3,1,0,1,0
23,73,58.17,1399.1,2,13.6,6,0,1,0,0,1,1,0,0
63,41,67.4,4301.12,2,29.4,2,6,0,0,1,1,0,1,0
40,76,19.74,759.86,3,44.9,1,1,1,0,0,1,1,0,0
46,39,58.44,2517.34,1,16.3,4,6,1,2,1,0,0,0,0
40,53,69.16,2892.82,2,35.1,2,5,1,1,3,0,1,1,0
51,24,54.85,2907.2,2,50.8,6,6,0,0,1,0,0,0,1
60,56,101.06,5640.7,0,115.6,3,1,0,0,3,1,0,0,0
24,63,112.96,2534.68,3,12.5,5,0,1,0,3,1,0,0,1
67,61,65.66,4269.88,2,18.5,1,2,1,2,3,0,0,1,0
63,43,53.77,3261.19,3,34.5,3,6,3,1,2,0,0,1,1
66,72,22.63,1480.56,2,20.4,5,5,1,0,0,1,0,1,0
11,45,84.54,840.57,4,12.1,6,1,1,0,2,1,1,0,1
8,47,80.62,659.51,1,67.9,1,1,2,0,0,0,1,0,1
65,22,47.75,3187.49,4,33.0,5,6,0,1,0,1,1,1,0
72,69,83.49,6282.07,1,10.5,6,5,1,0,3,1,1,1,1
2,42,48.7,95.12,1,25.4,3,4,1,0,1,1,0,1,1
43,46,54.12,2172.98,3,26.4,2,0,0,2,2,1,0,1,1
63,28,60.78,3499.02,3,59.9,4,6,0,0,3,0,0,0,0
42,40,60.05,2601.29,3,59.4,4,1,2,0,0,0,0,1,1
63,49,23.68,1442.76,2,65.7,3,6,1,0,0,1,0,1,0
18,58,86.29,1510.95,2,47.4,4,2,1,0,3,1,1,1,1
62,39,78.82,4609.48,3,29.5,2,2,0,2,1,1,1,0,0
35,78,18.0,619.06,1,46.6,5,5,0,0,0,1,1,1,0
42,52,95.09,3915.22,2,23.1,5,4,0,0,1,0,1,1,1
31,19,54.95,1624.74,3,97.5,3,1,1,0,2,0,1,0,1
37,72,93.46,3120.08,2,35.9,5,0,0,2,3,1,0,1,0
45,61,88.81,3975.03,1,33.6,5,4,0,0,3,0,0,0,1
64,53,97.16,5684.75,3,39.8,2,0,1,1,0,1,1,0,0
65,76,46.01,2780.23,1,37.0,3,6,1,2,1,0,1,1,0
45,64,20.14,926.35,1,73.1,2,0,1,1,1,1,0,0,0
25,75,66.71,1661.07,1,25.9,3,6,3,1,3,1,1,1,0
2,54,86.33,165.35,1,111.9,5,1,0,0,2,1,1,1,1
55,41,111.22,6102.07,2,24.0,1,0,1,0,3,0,1,1,1
55,75,88.01,4793.61,1,29.8,5,2,2,1,3,1,1,0,0
3,49,54.43,170.51,0,11.5,1,4,1,0,2,0,1,1,1
66,21,72.6,4345.67,0,34.5,3,3,0,2,0,0,1,1,0
23,57,88.5,2136.91,2,16.6,1,3,1,0,0,1,0,1,1
24,75,81.93,2013.55,4,28.4,5,0,1,0,1,0,1,0,0
11,28,74.44,771.33,2,35.9,6,5,1,0,1,0,1,1,1
29,67,88.21,2465.27,1,19.3,3,6,1,1,1,0,0,0,1
30,54,18.0,531.28,3,5.7,4,3,0,0,3,1,0,0,0
51,53,76.5,3649.69,2,31.5,6,0,0,2,2,0,0,1,0
69,41,87.26,5722.31,5,27.2,5,0,2,1,0,1,0,1,0
29,25,67.71,1782.53,1,56.9,1,2,3,1,1,0,0,1,1
49,73,85.19,4346.79,2,15.9,3,6,3,0,2,0,0,0,0
45,50,72.42,3390.66,2,45.7,5,3,1,0,0,0,1,1,1
16,26,100.28,1480.41,1,48.1,6,4,1,0,0,1,1,0,0
30,68,72.66,2026.36,3,63.6,2,5,1,0,1,0,0,0,0
11,55,130.07,1358.04,2,82.0,4,3,1,0,0,0,0,0,0
45,60,77.22,3410.19,3,31.3,2,4,1,0,0,0,0,0,0
22,48,18.0,402.65,3,34.2,2,1,1,0,0,0,1,1,1
25,47,79.7,2027.89,4,9.1,1,5,0,1,0,1,0,0,0
26,20,77.15,1841.16,2,40.0,4,0,1,0,3,1,1,1,1
50,56,111.66,5699.75,1,107.2,3,1,0,2,1,0,0,0,0
13,53,79.68,1061.73,1,34.2,5,1,0,0,2,0,1,1,0
46,51,82.61,3716.54,1,39.0,5,0,1,2,3,0,0,1,0
65,29,86.53,5342.46,4,26.4,5,4,0,1,3,1,0,0,0
38,41,58.64,2278.5,2,69.0,2,4,0,2,0,1,1,1,0
10,80,62.69,622.95,1,31.1,3,3,1,1,1,0,0,1,0
2,69,66.07,119.88,0,14.9,4,4,1,2,2,0,1,1,0
43,42,97.06,4061.08,2,18.4,6,1,0,0,0,0,0,0,0
19,44,29.5,506.4,1,13.4,4,1,0,0,3,1,1,1,0
9,80,54.84,504.73,1,75.6,4,0,3,0,2,0,1,1,1
24,35,71.99,1629.39,0,63.3,3,5,0,1,2,1,0,0,0
72,61,44.21,3285.41,2,36.5,1,0,0,1,3,1,1,1,0
21,74,82.15,1745.55,1,34.7,3,0,1,0,3,1,1,1,1
62,24,103.59,5914.55,2,23.3,1,4,0,1,3,0,1,1,1
37,67,89.55,3319.21,1,59.6,1,2,1,1,2,1,0,0,1
46,72,97.83,4677.84,4,23.9,3,3,3,0,1,1,1,0,0
71,73,113.89,7509.73,4,27.8,1,4,1,0,3,1,1,1,0
34,23,60.4,2005.92,2,11.8,1,5,0,1,2,1,1,1,0
7,53,51.9,361.29,1,22.9,3,6,0,1,3,0,1,1,1
11,76,60.31,695.38,2,9.4,4,2,1,0,1,0,1,0,1
43,52,120.18,4745.34,3,40.6,5,4,0,1,1,1,0,0,0
17,42,39.23,622.45,2,46.6,3,1,1,0,2,0,0,1,1
44,68,71.99,3014.39,2,18.7,1,3,0,0,1,1,0,1,1
24,50,73.42,1684.66,4,8.0,5,0,0,1,0,0,1,0,0
58,38,87.28,4803.82,1,42.0,2,3,1,0,3,1,0,1,1
9,37,50.44,462.91,3,17.1,2,5,0,2,0,0,0,1,0
16,42,53.79,856.33,2,26.1,6,5,4,0,3,0,1,0,1
25,27,88.26,2145.56,2,11.4,4,5,0,0,2,0,1,1,0
67,29,58.04,3842.29,4,18.8,4,2,0,2,2,0,1,0,0
19,48,83.53,1451.94,1,151.6,1,1,1,0,1,1,0,0,1
12,68,68.78,769.7,0,20.3,1,2,0,0,3,1,1,0,0
7,28,21.82,156.77,1,27.8,5,4,1,0,2,0,1,1,1
71,42,65.64,4398.02,7,12.6,5,1,0,0,2,0,0,1,1
8,70,44.55,331.27,3,34.0,2,5,0,0,2,1,1,1,1
54,34,75.65,4247.97,2,45.6,2,4,2,2,1,0,1,1,0
57,39,92.46,5317.42,2,34.5,1,2,0,0,3,0,0,0,1
36,39,102.73,3448.8,2,22.4,3,0,0,0,0,0,0,1,1
25,68,18.29,439.94,2,30.2,5,1,1,0,0,0,0,0,1
47,46,62.71,2687.53,2,31.0,6,0,1,0,0,1,0,0,1
2,60,101.6,205.28,2,8.5,4,2,0,0,2,1,1,1,1
48,20,85.85,3741.38,3,31.7,1,1,1,2,2,0,1,1,0
14,26,74.75,1048.43,2,45.1,5,2,0,1,2,1,0,0,0
12,74,86.01,1041.2,2,14.8,1,3,1,1,0,1,0,1,1
38,57,92.98,3183.77,3,31.0,5,3,0,0,0,0,1,0,0
14,26,55.18,704.19,2,10.4,3,4,0,1,2,0,0,1,1
7,76,82.3,581.96,2,5.4,1,3,0,0,1,0,0,1,0
35,22,80.23,2653.77,2,42.4,5,3,0,1,2,0,1,0,0
16,18,102.22,1530.09,6,23.8,1,4,0,0,1,1,1,0,1
